"show_id","viewer_rating","rating_count"
"s1130"," 5.0",1676
"s1131"," 2.5",2742
"s1132"," 4.2",8641
"s1133"," 4.5",1015
"s1134"," 3.8",1593
"s1135"," 3.2",796
"s1136","3.79551086723804 stars",3432
"s1137","3.81655614564661 stars",6253
"s1138"," 3.4",2546
"s1139"," 5.0",6947
"s1140"," 1.0",8535
"s1141"," 3.4",4307
"s1142"," 2.4",3410
"s1143"," 2.2",2163
"s1144"," 2.8",1908
"s1145"," 5.0",978
"s1146"," 3.3",3915
"s1147"," 1.4",4319
"s1148"," 4.6",1394
"s1149"," 2.6",1297
"s1150"," 5.0",4959
"s1151"," 5.0",6807
"s1152"," 3.3",5603
"s1153"," 3.7",596
"s1154"," 4.5",878
"s1155"," 2.1",4168
"s1156"," 3.8",2654
"s1157","  NA",4082
"s1158"," 3.9",3910
"s1159"," 3.7",1915
"s1160"," 3.6",816
"s1161"," 4.5",15035
"s1162"," 3.9",1399
"s1163"," 4.3",1331
"s1164"," 3.3",112
"s1165","  NA",385
"s1166"," 4.2",1804
"s1167"," 3.2",808
"s1168"," 5.0",808
"s1169"," 2.2",607
"s1170"," 2.1",2919
"s1171"," 3.6",6025
"s1172"," 2.9",6264
"s1173"," 4.3",1353
"s1174","4.53483434882946 stars",1708
"s1175"," 3.3",20434
"s1176"," 4.8",4497
"s1177"," 3.6",15597
"s1178"," 3.9",407
"s1179"," 3.9",4453
"s1180","4.7588184369728 stars",5018
"s1181"," 2.2",1522
"s1182"," 1.5",4271
"s1183"," 4.0",5261
"s1184"," 3.6",2298
"s1185"," 3.8",25176
"s1186"," 3.0",11575
"s1187"," 4.3",3160
" s1188"," 3.5",354
"s1189"," 3.0",11233
" s1190"," 2.8",1191
"s1191"," 4.8",6532
"s1192"," 3.7",810
"s1193"," 3.5",1706
"s1194"," 2.5",18019
"s1195"," 3.4",46757
"s1196"," 4.8",3352
"s1197"," 2.7",15604
"s1198"," 2.8",3749
"s1199","5 stars",1901
"s1200"," 3.8",17189
"s1201"," 4.3",3055
"s1202"," 2.4",47688
"s1203"," 5.0",20289
"s1204"," 5.0",13879
"s1205"," 3.7",759
"s1206"," 4.6",302
"s1207"," 4.4",1479
"s1208","2.74231896670535 stars",1978
"s1209"," 2.9",3103
"s1210"," 4.5",4988
"s1211"," 4.0",5648
"s1212"," 1.2",426
"s1213"," 3.4",14144
"s1214"," 2.2",31979
"s1215"," 3.1",6340
"s1216"," 2.9",2575
"s1217"," 3.4",2929
"s1218"," 3.3",4445
"s1219"," 2.7",3860
"s1220"," 2.5",7518
"s1221"," 4.9",475
"s1222"," 3.1",766
"s1223"," 4.2",4375
"s1224"," 3.3",12804
"s1225","  NA",5180
"s1226"," 3.4",4400
"s1227"," 3.4",5133
"s1228"," 2.8",9503
" s1229"," 5.0",458
"s1230"," 3.2",3269
"s1231"," 3.3",4733
"s1232"," 3.1",1471
"s1234"," 4.7",1437
"s1236"," 4.3",2537
"s1237"," 3.3",5078
"s1238"," 3.6",2374
"s1239"," 3.7",1068
"s1240","4.7465324874036 stars",3366
"s1241"," 3.2",1479
"s1242"," 3.7",1803
"s1243","2.88475307067856 stars",6447
" s1244"," 0.0",478
"s1245"," 3.2",4833
"s1246"," 4.5",1121
"s1247"," 2.2",3174
"s1248"," 4.2",1274
"s1249"," 3.4",5552
"s1250"," 3.2",2438
"s1251"," 5.0",549
"s1252"," 3.9",5858
"s1253"," 5.0",3640
"s1254","3.04608623431996 stars",2230
"s1255"," 3.8",6115
"s1256"," 3.3",9364
"s1257"," 2.7",868
"s1259"," 2.1",5931
"s1260"," 3.7",18298
"s1261"," 5.0",16181
"s1262"," 3.8",4203
"s1263"," 3.8",5416
"s1264"," 4.1",1070
" s1265"," 2.2",4100
"s1266"," 3.5",600
"s1267","  NA",9882
"s1268"," 2.8",17646
"s1269"," 3.1",366
"s1270"," 2.4",6626
"s1271"," 4.3",6328
"s1273"," 3.3",5254
"s1274"," 4.1",2719
"s1275"," 2.9",1910
"s1276"," 4.9",1956
" s1277"," 3.6",6350
"s1278"," 1.5",2258
"s1279"," 3.6",3564
"s1280"," 4.3",1629
"s1281"," 5.0",1273
"s1282"," 3.2",2596
"s1283"," 3.7",316
"s1284"," 2.7",16597
"s1285"," 2.4",5225
"s1286"," 4.3",4101
"s1287"," 2.7",2580
"s1288"," 5.0",2280
"s1289","  NA",4637
"s1290"," 3.8",9414
"s1291"," 4.1",2883
"s1292"," 4.6",546
"s1293"," 3.8",15353
"s1294"," 2.6",16461
"s1295","3.10637317858636 stars",6257
"s1296"," 3.0",8850
"s1297"," 1.3",9054
"s1298"," 2.4",1616
"s1299"," 2.9",2782
"s1300"," 3.5",2970
"s1301"," 4.4",3308
"s1302"," 3.4",2627
"s1303"," 3.6",3980
"s1304"," 1.1",11486
"s1305"," 4.5",3732
"s1306"," 5.0",2593
"s1307"," 2.2",1986
"s1308"," 3.7",1976
"s1309"," 4.1",4139
"s1310"," 2.6",4804
"s1311"," 3.9",3984
"s1312"," 4.4",5985
"s1313"," 3.0",1088
"s1314"," 2.0",1930
"s1315"," 3.4",2113
"s1317"," 3.5",4362
"s1318"," 2.1",1466
"s1319"," 2.7",678
"s1320","  NA",742
"s1321"," 3.0",1291
"s1322"," 3.3",761
"s1323"," 4.5",1124
"s1324","  NA",771
"s1325"," 4.5",593
"s1326","  NA",3503
"s1328"," 4.5",8528
"s1329"," 2.4",4174
"s1330"," 1.9",1968
"s1331"," 2.0",20210
"s1332"," 2.7",4684
"s1333"," 3.0",13136
"s1334"," 3.3",2343
"s1335"," 4.2",761
" s1336"," 3.5",4897
"s1337"," 6.0",5496
"s1338"," 6.0",685
"s1339"," 4.3",3850
"s1340"," 4.2",13828
"s1341"," 2.9",6823
"s1342"," 4.0",1069
"s1343"," 5.0",4158
"s1344"," 4.8",1198
"s1345"," 4.7",1181
"s1346"," 3.8",3466
" s1347"," 4.4",2108
"s1348"," 4.9",6409
"s1349"," 2.9",5954
"s1351"," 4.0",1150
"s1353"," 2.6",1660
"s1354"," 4.4",8997
"s1355","3.9 stars",2563
"s1356"," 3.0",3028
"s1357"," 3.2",2310
" s1358"," 2.2",2537
"s1359"," 4.3",2299
"s1360","-2.0",3584
"s1361"," 3.9",9737
"s1362"," 2.4",6560
"s1364"," 3.0",748
"s1366"," 3.8",1744
"s1367"," 4.7",3540
"s1368"," 3.2",1675
"s1369"," 4.4",5430
"s1370"," 4.5",11392
"s1371"," 4.5",3272
"s1372"," 2.3",3711
"s1373"," 1.7",17030
"s1374"," 3.3",863
"s1375"," 5.0",313
"s1376"," 4.6",1530
"s1377"," 2.9",3426
"s1378","  NA",1779
"s1379"," 2.4",17691
"s1381"," 4.3",6730
"s1382"," 4.1",2004
"s1383"," 3.5",4972
"s1384"," 2.4",2848
"s1385"," 4.5",3763
"s1386"," 3.4",1241
"s1387"," 5.0",17416
"s1388"," 4.2",8856
"s1389"," 3.0",10958
"s1390"," 1.8",597
"s1391"," 3.8",1075
"s1392"," 4.2",2898
"s1393"," 2.7",839
"s1395"," 2.1",2458
"s1396","4.24802181087434 stars",3455
"s1397"," 3.3",5636
"s1398"," 4.2",4175
"s1399"," 4.1",485
"s1400","  NA",1211
"s1401","  NA",3287
"s1402"," 3.0",983
"s1403"," 2.8",1824
"s1405"," 2.5",14382
"s1407"," 4.3",3081
"s1408"," 3.1",1032
"s1409"," 2.3",2949
"s1410"," 4.7",3920
"s1411"," 3.6",5195
"s1412"," 3.0",7034
"s1413"," 3.9",2841
"s1414"," 1.7",7700
"s1415","  NA",2388
"s1416","1 stars",8428
"s1417","3.65150993661955 stars",37695
"s1418"," 2.3",4529
"s1419"," 8.0",2791
"s1420"," 5.0",2327
"s1421"," 1.0",1222
"s1422"," 5.0",7443
"s1423"," 3.9",5694
"s1424"," 3.1",781
"s1425"," 4.1",22082
"s1426"," 3.8",11465
"s1427"," 3.6",4050
"s1428"," 4.2",1270
"s1429"," 4.8",4344
"s1430"," 3.5",2546
"s1431"," 4.7",721
"s1432"," 4.1",736
"s1433"," 3.0",1435
"s1434"," 3.1",2763
"s1436"," 2.9",773
"s1437"," 5.0",33273
"s1438"," 2.9",1502
"s1439"," 4.8",952
"s1440"," 2.8",4122
"s1441"," 4.4",2419
"s1442"," 4.8",907
"s1443"," 3.7",6188
"s1444"," 3.6",1705
"s1445","  NA",8098
"s1447"," 2.9",11924
"s1448","4.44515319978818 stars",6152
"s1449"," 4.1",5398
"s1450"," 3.3",7890
"s1451"," 4.8",715
"s1452"," 0.0",3747
"s1453"," 4.3",849
"s1454"," 4.7",2634
"s1455"," 3.1",6997
"s1456"," 1.7",2667
"s1457"," 1.2",1601
"s1458"," 3.8",790
"s1459"," 5.0",6557
"s1460"," 4.5",5395
"s1461"," 4.4",1662
"s1462"," 2.5",238
"s1463"," 4.3",1881
"s1464"," 3.1",15481
"s1465"," 4.9",19014
"s1466"," 3.9",3525
"s1467"," 3.7",1945
"s1468"," 3.7",2450
"s1469"," 3.2",1365
"s1470"," 3.3",772
"s1471"," 3.4",3355
"s1472"," 3.7",2636
"s1473","  NA",5977
"s1474"," 3.6",9022
"s1475"," 4.7",10334
"s1476"," 3.4",811
"s1477"," 3.2",1233
"s1478"," 2.0",1918
"s1479"," 4.9",4416
"s1480"," 3.4",1572
"s1481","  NA",2059
"s1482"," 3.6",325
"s1483","  NA",1522
"s1484","NA stars",2117
"s1485"," 2.7",2393
"s1486"," 3.3",6653
"s1487"," 2.6",774
"s1488"," 2.7",5393
"s1489"," 3.9",2689
"s1490"," 3.7",5807
"s1491"," 4.5",8787
"s1492"," 4.3",8734
"s1493","4.92395662725903 stars",591
"s1495"," 3.4",10248
"s1496"," 3.6",2172
"s1497"," 5.0",2057
"s1498"," 3.3",5041
" s1499","3.90959176723845 stars",15238
"s1500"," 3.5",408
"s1501"," 2.9",2484
"s1502"," 4.6",7303
"s1503"," 2.9",3199
"s1504"," 4.2",2893
"s1505"," 2.8",3328
"s1506"," 4.3",1454
"s1507"," 2.9",634
"s1508"," 4.6",2698
"s1509"," 3.6",4395
"s1510"," 3.4",4843
"s1511"," 5.0",28420
"s1512"," 4.4",3135
"s1513"," 3.9",1917
"s1514"," 2.4",6726
"s1515"," 2.6",316
" s1516"," 2.7",866
"s1517"," 3.9",4299
"s1518"," 1.9",4639
"s1519"," 5.0",5065
"s1520"," 3.1",1265
"s1521"," 5.0",4239
"s1522","  NA",4345
"s1523"," 3.1",4461
"s1524"," 1.9",1974
"s1525"," 3.4",1334
"s1526"," 3.2",6274
"s1527"," 3.4",587
"s1528"," 5.0",5745
"s1529"," 4.3",3011
"s1530"," 4.7",2128
"s1531"," 2.1",2448
"s1532"," 2.1",2128
"s1533"," 5.0",1482
"s1534","NA stars",4603
"s1535"," 4.1",988
"s1536"," 2.5",692
" s1537"," 2.5",4961
"s1538"," 3.6",1122
"s1539"," 1.2",1232
"s1540"," 2.9",11659
"s1541"," 4.6",3059
"s1542"," 3.6",665
"s1544"," 4.4",2965
"s1545"," 4.3",723
"s1546","  NA",4738
"s1547"," 1.7",2503
"s1548"," 3.3",4474
"s1550"," 3.1",10048
"s1551"," 3.1",297
"s1552"," 2.5",2923
"s1554"," 2.5",4939
"s1555"," 3.3",1297
"s1556"," 4.1",8038
"s1557"," 5.0",8265
"s1558"," 3.1",537
"s1559"," 3.3",2841
"s1560"," 3.1",3859
"s1561"," 4.4",8960
"s1562"," 4.7",4367
" s1563"," 3.1",29206
"s1564"," 2.4",7842
"s1566"," 5.0",4203
"s1567"," 4.4",525
"s1568"," 4.8",4971
"s1569"," 2.6",9256
"s1570"," 3.2",2352
"s1571"," 3.0",295
"s1572"," 4.8",886
"s1573"," 4.8",14217
"s1574"," 3.0",6959
"s1575"," 3.2",2728
"s1576"," 4.1",3119
"s1577"," 4.8",2356
"s1578"," 3.4",8391
"s1579"," 3.4",1022
"s1580"," 4.0",1527
"s1581"," 2.0",1399
"s1582"," 3.1",1065
"s1583"," 3.4",3232
"s1584"," 4.3",9492
" s1585","  NA",2228
"s1586"," 3.1",1493
"s1587"," 5.0",5142
"s1588","  NA",13544
"s1589","  NA",2638
"s1590"," 5.0",1165
"s1591"," 3.9",7966
"s1592"," 2.5",842
"s1593"," 5.0",22472
"s1594"," 3.9",3759
"s1595"," 2.8",8990
"s1596"," 2.9",919
"s1597"," 3.0",9313
"s1598"," 2.6",3016
"s1599"," 2.9",288
"s1600"," 4.7",1545
"s1601"," 2.5",2989
"s1602"," 5.0",4078
"s1603"," 4.3",15096
"s1604"," 4.5",3096
"s1605"," 2.3",6010
"s1606","  NA",6754
"s1607"," 3.8",9999
"s1608"," 5.0",2102
"s1609"," 3.7",5962
"s1610"," 3.6",3512
"s1611"," 5.0",1624
"s1612","1 stars",1835
"s1613"," 3.3",7735
"s1614"," 4.3",938
"s1615","99.0",4478
"s1616"," 2.4",3948
"s1617"," 3.2",3196
"s1618"," 3.3",2282
"s1619"," 2.8",2056
"s1620"," 3.6",1954
"s1621"," 3.2",11020
"s1622"," 3.8",14291
"s1623"," 3.1",18991
"s1624","  NA",3761
"s1625"," 4.2",36271
"s1626"," 4.3",2105
"s1628"," 4.5",729
"s1629"," 3.9",1821
"s1630"," 2.9",310
"s1631"," 5.0",3184
"s1633"," 4.6",11759
"s1634"," 3.9",13985
"s1635"," 4.5",8534
"s1636"," 3.7",570
"s1637"," 3.5",10460
"s1638"," 3.5",2776
"s1639"," 3.9",5499
"s1640"," 4.4",30749
"s1641"," 5.0",1143
"s1642"," 2.4",1233
"s1643"," 5.0",6282
"s1644"," 3.5",2266
" s1645"," 2.3",1283
"s1647"," 3.2",10513
"s1648"," 4.8",1359
"s1649"," 4.8",4779
"s1650"," 2.9",8905
"s1651"," 3.8",2724
"s1652","99.0",3097
"s1653"," 2.0",12345
"s1654"," 4.8",6076
"s1655"," 5.0",1246
"s1656"," 3.5",747
"s1657"," 4.0",741
"s1658"," 1.9",7828
"s1659"," 2.7",1708
" s1660","99.0",338
"s1661"," 3.0",4796
"s1662"," 2.0",3264
"s1663","3.86483381274156 stars",1026
"s1664"," 3.1",9317
"s1665","  NA",2950
"s1666"," 3.5",2871
"s1667"," 3.8",30801
"s1668"," 4.3",4455
"s1669"," 3.7",1828
"s1670"," 2.4",1056
"s1671"," 4.3",3481
"s1672"," 2.5",5771
"s1673"," 3.1",1036
"s1674"," 2.7",5089
"s1675"," 3.9",1183
"s1676"," 3.5",1614
"s1677"," 2.0",7194
"s1678"," 5.0",3747
"s1679"," 4.2",1785
"s1680","  NA",846
"s1681"," 2.9",7858
"s1682"," 3.4",1346
"s1683"," 2.0",3039
"s1684"," 4.3",2035
"s1685"," 2.2",1276
"s1686"," 4.0",2020
"s1687"," 3.7",10929
"s1688"," 4.7",46438
"s1689"," 2.3",2345
"s1690"," 4.2",799
"s1691"," 2.5",739
"s1692"," 2.7",2920
"s1693","  NA",2125
"s1694"," 1.7",4519
"s1695"," 2.8",5144
"s1696"," 3.0",8505
"s1697"," 3.8",2318
"s1699"," 3.1",1745
"s1700"," 4.5",1268
"s1701"," 3.0",1981
"s1704"," 3.4",805
"s1706"," 4.8",14938
"s1707"," 3.4",4591
"s1708"," 2.6",7311
"s1709"," 3.1",294
"s1710"," 3.3",5062
"s1712"," 2.8",4586
"s1713"," 2.4",284
"s1714"," 2.6",12844
"s1715"," 3.5",2868
"s1716","3.40719023598358 stars",3302
"s1717"," 4.0",12263
"s1718"," 2.2",6183
"s1719"," 4.1",1784
"s1720"," 4.2",329
"s1721"," 4.7",1788
"s1724"," 3.4",4820
"s1725"," 1.6",612
"s1726"," 4.0",1643
"s1727","2.92982794987038 stars",3594
"s1728"," 3.0",4423
"s1729"," 5.0",5136
" s1730"," 2.2",1833
"s1731"," 3.6",660
"s1732"," 3.4",3604
"s1734"," 4.5",1300
"s1735"," 2.9",2560
"s1736"," 3.2",13440
"s1737"," 5.0",1035
"s1738"," 1.8",1298
"s1739"," 2.7",5720
"s1740"," 5.0",1884
" s1741"," 3.2",11290
"s1742"," 3.7",2552
"s1744"," 4.5",7875
"s1745"," 2.5",174
" s1746"," 3.3",955
"s1747"," 4.5",7734
"s1748"," 4.0",1972
"s1749"," 2.5",5852
"s1750","  NA",811
"s1751"," 3.6",1579
"s1752"," 2.6",983
"s1753"," 2.3",4241
"s1754"," 2.7",6301
"s1755"," 2.0",624
"s1756"," 4.3",5834
"s1757"," 2.4",296
"s1758"," 4.5",2913
"s1759"," 3.8",622
"s1760"," 4.7",14261
"s1761","  NA",3854
"s1762","3.96035545449704 stars",7356
" s1763"," 4.2",2350
"s1764"," 3.1",949
"s1765"," 3.7",3151
"s1766"," 3.1",7024
"s1768"," 4.6",1303
"s1769"," 3.8",7692
"s1770"," 3.6",2070
"s1771"," 4.8",2099
"s1772"," 5.0",4483
"s1773"," 5.0",1253
"s1774"," 2.9",3941
"s1775"," 3.5",2888
"s1776"," 2.9",1324
"s1777"," 3.7",526
"s1778"," 4.4",3923
"s1779"," 4.0",3496
"s1780"," 4.4",2210
"s1781"," 3.6",1193
"s1782"," 3.2",6123
"s1783"," 3.5",4192
"s1784"," 4.4",4704
"s1785"," 1.4",193
"s1786"," 2.9",23553
"s1787"," 4.3",1982
"s1788"," 1.2",231
"s1790"," 3.9",39389
"s1791"," 3.0",5897
"s1793"," 5.0",5072
"s1794"," 4.3",4475
"s1795","2.83446743905079 stars",8514
"s1797","  NA",9623
"s1798","  NA",1477
"s1799"," 2.7",5327
"s1800"," 5.0",4224
"s1801"," 4.7",1286
"s1802"," 4.5",5751
"s1803"," 2.6",3237
"s1804"," 3.8",3444
"s1805"," 4.0",4490
"s1806"," 3.5",4289
"s1808"," 2.6",6872
"s1809"," 4.7",5033
"s1810"," 4.2",430
"s1811","  NA",7181
"s1812"," 4.6",4037
"s1813"," 4.4",4577
"s1814"," 2.9",2144
" s1815"," 4.8",635
"s1816"," 2.4",1975
"s1817","2.44893372626975 stars",1993
"s1818"," 4.8",4330
"s1819"," 2.7",3016
"s1820"," 3.6",8520
"s1821"," 3.4",7249
"s1822"," 2.9",6695
"s1823"," 4.1",6637
"s1824"," 3.0",2678
"s1825"," 4.3",856
"s1826"," 3.3",1719
"s1827"," 3.8",700
"s1828"," 2.4",637
"s1829"," 3.8",5140
"s1830"," 5.0",4394
"s1831"," 4.3",19619
"s1832"," 3.1",7745
" s1833"," 5.0",4071
"s1834"," 4.2",3146
"s1835"," 4.4",5844
"s1836"," 3.9",2854
"s1837"," 2.5",2269
"s1838"," 2.5",4388
"s1839"," 2.7",5855
"s1840"," 3.6",3115
"s1841"," 3.0",1768
"s1842"," 2.6",605
"s1843"," 3.5",36912
"s1844"," 3.4",8362
"s1845"," 1.7",8174
"s1846"," 1.5",3139
"s1847"," 5.0",1315
"s1848"," 5.0",9186
"s1849"," 1.3",2643
"s1850"," 3.3",178
"s1851","4.89630855254363 stars",1239
"s1852"," 4.5",12923
"s1853"," 1.0",1906
"s1854"," 3.7",2940
"s1855"," 3.7",6489
"s1856"," 3.7",714
"s1857"," 2.8",11623
"s1858"," 2.4",8787
"s1859"," 3.0",1039
"s1860"," 3.4",2403
"s1861"," 2.6",7806
"s1862"," 3.5",2294
"s1863"," 2.9",943
"s1864","3.98217351350468 stars",998
"s1865"," 4.7",2416
" s1866"," 2.2",2830
"s1867"," 2.2",211
"s1868"," 4.1",720
"s1869"," 2.4",5082
"s1870"," 2.9",2282
"s1871"," 2.6",9323
"s1872"," 4.9",1630
"s1873"," 2.9",3674
"s1874"," 3.3",642
"s1875"," 4.6",6622
"s1876"," 3.2",6020
"s1877"," 3.8",23065
"s1878"," 3.2",3239
"s1879"," 4.9",1031
"s1880"," 2.9",746
"s1881"," 4.5",1466
"s1882"," 4.4",1743
"s1883"," 4.7",2179
"s1884","3.4 stars",843
"s1885"," 2.1",1154
"s1887","  NA",2675
"s1888"," 4.9",1766
"s1889"," 3.0",1611
"s1890"," 3.9",3437
"s1891"," 2.3",28684
"s1892"," 3.4",8266
"s1893"," 3.6",1962
"s1894"," 2.2",464
"s1895"," 4.0",3678
"s1896"," 2.4",6363
"s1897"," 5.0",2446
"s1898"," 3.2",6880
"s1899"," 3.5",8620
"s1900"," 3.5",2204
"s1901"," 3.7",376
"s1902"," 4.0",6133
"s1903"," 3.1",4936
"s1904"," 3.4",2510
"s1905"," 3.9",4249
"s1907"," 4.9",4357
"s1908"," 3.4",3131
"s1909"," 1.9",2264
"s1910"," 2.1",1110
"s1911"," 4.2",2301
"s1912"," 3.9",1149
"s1913"," 5.0",2235
" s1914"," 2.8",7694
"s1915"," 2.0",3610
"s1917"," 3.6",1609
"s1918"," 2.3",879
"s1919"," 3.1",1688
"s1921"," 5.0",2882
"s1922"," 3.0",3121
"s1924"," 3.9",24752
"s1925"," 4.6",1408
"s1926"," 1.9",13986
"s1927"," 2.2",12006
"s1929"," 5.0",11547
"s1930"," 4.6",1426
"s1931"," 4.2",6928
"s1932"," 4.0",443
"s1933"," 4.2",3991
"s1934"," 1.3",3272
"s1935"," 1.2",1669
"s1936"," 2.9",1697
"s1937"," 3.0",1396
"s1938"," 3.7",2062
"s1939"," 3.6",4192
"s1940"," 3.2",897
"s1941"," 5.0",1311
"s1943","  NA",449
"s1944","5 stars",8339
"s1945"," 2.9",3399
"s1946"," 1.8",5852
"s1947"," 2.1",17582
"s1948","3.72207644945011 stars",32231
"s1949"," 3.9",8561
"s1950"," 4.1",4682
"s1951"," 3.7",2515
"s1952","  NA",1835
"s1953","  NA",5009
"s1954"," 5.0",2734
"s1955"," 3.5",2058
"s1956"," 3.8",6402
"s1957"," 3.6",4149
"s1958"," 2.7",11205
"s1959"," 2.5",12650
"s1960"," 5.0",2292
"s1961"," 3.5",1850
"s1962"," 4.3",2580
"s1964"," 1.5",1065
"s1965"," 5.0",784
"s1966","-2.0",982
"s1967"," 2.5",5673
"s1968","  NA",2946
"s1969"," 3.7",2841
"s1970"," 2.8",790
"s1971"," 1.7",6561
"s1972"," 2.9",51207
"s1973"," 4.6",2531
"s1974"," 3.9",1627
"s1975"," 4.0",9641
"s1976"," 2.0",1775
"s1977","4.3 stars",3596
"s1978"," 3.8",1391
"s1979"," 4.5",257
"s1980"," 3.7",12073
"s1981"," 4.8",7789
"s1982"," 3.8",3589
"s1983"," 3.1",3758
"s1984"," 3.0",6289
"s1985"," 3.6",10913
"s1986"," 4.1",3884
"s1987"," 0.0",3780
"s1988"," 4.4",1119
"s1989"," 3.1",31595
"s1990"," 4.4",1950
"s1991"," 4.0",46659
"s1992"," 5.0",2957
"s1993"," 4.2",10044
"s1994"," 4.8",9460
"s1995"," 4.2",437
" s1996"," 3.1",640
"s1997"," 3.8",291
"s1998"," 5.0",4443
"s1999"," 3.9",567
"s2000"," 4.6",1145
"s2001"," 4.9",4335
"s2002"," 2.4",651
"s2003"," 4.4",9751
"s2004"," 3.3",878
"s2005","10.0",1850
"s2006","99.0",1143
"s2007","3.34660668990109 stars",1570
"s2008"," 5.0",5512
"s2009"," 4.6",3926
"s2010"," 1.6",5158
"s2011"," 4.0",663
"s2012"," 2.5",2312
"s2013","3.61536001989152 stars",1095
"s2014"," 2.8",2823
"s2015"," 5.0",9003
"s2016"," 5.0",753
"s2017"," 4.2",2031
"s2018"," 5.0",1800
"s2019"," 3.0",874
"s2020","  NA",193
"s2021"," 3.7",529
"s2022"," 3.2",2524
"s2023","  NA",2051
"s2024"," 4.6",12493
"s2025"," 2.3",20610
"s2026"," 4.4",891
"s2027"," 3.9",1899
"s2029"," 3.3",2189
"s2030"," 2.3",997
"s2031"," 1.0",4096
"s2032"," 4.3",5469
"s2033"," 4.1",538
"s2034"," 4.7",5086
"s2035"," 2.3",3466
"s2036"," 3.5",1742
"s2037"," 3.6",1082
"s2038"," 2.7",1541
"s2039"," 4.6",4049
"s2040"," 4.4",16311
"s2041"," 2.5",1878
"s2042"," 4.3",442
"s2043"," 2.9",10399
"s2044"," 4.2",25881
"s2045"," 4.2",13884
"s2046"," 3.6",1047
"s2047"," 3.4",1674
"s2048"," 2.7",3949
"s2049"," 3.2",5165
"s2050"," 2.8",6889
"s2051"," 3.3",1721
"s2052","1.1 stars",1578
"s2053"," 8.0",3200
"s2054"," 4.6",1728
"s2055"," 4.2",1995
"s2056"," 8.0",1079
"s2057","3.3527721342165 stars",1856
"s2058"," 3.4",1782
"s2060"," 4.5",9234
" s2061","  NA",2356
"s2062"," 4.1",1828
"s2063"," 1.1",5459
"s2064"," 2.5",3259
"s2065"," 4.2",14741
"s2066","3.32458946239203 stars",643
"s2067"," 3.6",5132
"s2068"," 4.0",7430
"s2069"," 5.0",1814
"s2070"," 4.9",1012
"s2071"," 2.8",9431
"s2072"," 2.3",5094
"s2073"," 2.0",1751
"s2074"," 3.1",4825
"s2075"," 3.2",1706
"s2076"," 2.4",3207
"s2078"," 3.2",1450
"s2079"," 4.5",15434
"s2080"," 5.0",3669
"s2081"," 2.8",5284
"s2083"," 4.3",1766
"s2084"," 4.0",7367
"s2085"," 3.8",554
"s2086"," 3.8",6093
"s2087"," 4.7",8173
"s2088"," 5.0",9337
"s2089"," 4.7",669
"s2090"," 5.0",8024
"s2091","  NA",2941
"s2092","2.96845272062346 stars",1710
"s2093"," 2.4",6143
"s2094"," 4.6",3201
"s2095"," 4.5",1989
"s2097"," 3.2",598
"s2098"," 3.4",1254
"s2099"," 4.4",5693
"s2100"," 3.5",2859
"s2101","10.0",1691
"s2102"," 4.7",1594
"s2103"," 4.5",4784
"s2104"," 3.3",6727
"s2105"," 2.3",8672
"s2106"," 4.7",6226
"s2107"," 3.7",1801
" s2108"," 3.5",4446
"s2109"," 1.0",10959
"s2110"," 3.5",2605
"s2111"," 3.5",6811
"s2112"," 4.0",1138
"s2113","  NA",2045
"s2114"," 3.6",1239
"s2115"," 6.0",6707
"s2116"," 4.9",1872
"s2117"," 3.5",12408
"s2118"," 3.6",1591
"s2119"," 4.1",318
"s2120"," 2.9",1906
"s2121"," 3.5",2161
"s2122"," 3.5",2281
"s2123"," 2.4",250
"s2124"," 4.8",4576
"s2125","  NA",12567
"s2126","  NA",10647
"s2127"," 3.5",1883
"s2128"," 4.7",1902
"s2129"," 2.7",2745
"s2130"," 5.0",3112
"s2131"," 2.4",4589
"s2132"," 5.0",3433
"s2133"," 3.6",1555
"s2134"," 3.4",3014
"s2135"," 2.5",2866
"s2136"," 3.4",329
"s2137"," 3.3",1149
"s2138"," 3.4",6844
"s2139"," 3.9",3373
"s2140"," 2.7",1020
"s2141"," 1.0",18245
"s2142"," 4.8",2545
"s2143"," 2.7",5431
"s2144"," 3.0",10295
"s2145"," 3.1",13236
"s2146"," 2.0",1042
"s2147"," 3.2",754
"s2148"," 2.7",5564
"s2149","  NA",552
"s2150"," 1.8",3596
"s2151"," 3.3",2822
"s2152"," 4.6",9162
"s2154"," 4.0",1046
"s2155"," 4.8",6661
"s2156"," 3.2",9673
"s2157"," 3.6",3747
"s2158"," 4.4",2068
"s2159"," 3.5",14048
"s2160"," 0.0",1460
"s2161"," 2.9",759
"s2162","3.01565873452928 stars",6656
" s2163"," 4.0",607
"s2164"," 5.0",4154
"s2165"," 4.3",229
"s2166"," 4.1",1134
"s2167"," 3.4",9321
"s2168"," 4.4",471
"s2169"," 4.4",3134
"s2170"," 4.1",1820
"s2171"," 2.9",3457
"s2172"," 3.1",1195
"s2173"," 3.7",463
"s2174"," 2.7",1921
"s2175"," 6.0",6822
"s2176"," 3.1",2067
"s2177"," 3.0",390
"s2178"," 3.1",2406
"s2179","  NA",19913
"s2180"," 3.9",1166
" s2181"," 4.7",791
"s2182"," 3.1",5615
"s2183"," 2.8",2911
"s2184"," 3.8",1455
"s2185"," 3.3",1162
"s2186"," 2.5",19104
"s2187"," 2.4",1531
"s2188"," 2.9",16002
